mask_id,score,mask_area,area_ratio,file
0,0.9962407350540161,2910201,0.4075363816629697,mask_0.png
1,0.9978291392326355,2899829,0.40608391588805987,mask_1.png
2,0.8849787712097168,2892586,0.4050696264927965,mask_2.png
