mask_id,score,mask_area,area_ratio,file
0,1.0007473230361938,2975288,0.4166509825009522,mask_0.png
1,1.0032436847686768,2904825,0.4067835417086778,mask_1.png
2,0.6705031394958496,1517070,0.2124462257175506,mask_2.png
